image_path,temperature,humidity,ph,nutrients
dataset\images\plant_46.png,23.12338578667411,44.980710575475,6.405718321932495,920.4022816145039
dataset\images\plant_47.png,19.582599766061552,53.51165851250957,5.627592791205917,853.371062643933
dataset\images\plant_48.png,25.901984269883364,43.948114322381116,5.628545510030818,239.7723986542677
dataset\images\plant_49.png,22.619045118554048,43.30335603915162,6.367371584785739,511.69001895045784
dataset\images\plant_50.png,20.8451715959874,64.84652950400394,5.52202310998601,704.910732344037
dataset\images\plant_51.png,22.94507061361885,55.37806940218499,6.345852204257641,464.5926356242004
dataset\images\plant_52.png,19.1663047529221,65.13608732145876,6.4693435314291925,352.37580785533294
dataset\images\plant_53.png,20.592307424889512,42.5083169371619,5.585061772475796,691.6665063975469
dataset\images\plant_54.png,27.425268854152606,47.03617205266876,6.492184966503665,748.7943367184777
dataset\images\plant_55.png,20.393783667325096,62.413325874135055,6.269651095199825,562.7318927256019
dataset\images\plant_56.png,28.22953522081382,56.3227891865971,5.619031179835869,289.16726089314017
dataset\images\plant_57.png,18.38786713998033,59.512648351294146,5.894927956221395,943.2087197082236
dataset\images\plant_58.png,24.067719350454844,51.08586115890435,6.334952313764884,752.1702978291752
dataset\images\plant_59.png,26.94396157101921,56.39773627998717,5.730663520565185,587.7396552189196
dataset\images\plant_60.png,25.631844442038382,58.62426300633069,5.937902074250295,320.9987219286757
dataset\images\plant_61.png,27.722267784171585,45.21507876537126,5.864132890718768,566.2157954960835
dataset\images\plant_62.png,28.124055600699194,63.66734374784619,6.111341930363073,310.96980591262735
dataset\images\plant_63.png,26.534232858233352,65.82695219113334,5.658122733096966,420.66846610759507
dataset\images\plant_64.png,18.37359817423075,43.66701450341275,6.29679458683533,918.8347108716293
dataset\images\plant_65.png,20.724516517058433,48.784301128706595,6.313167992335398,530.443287188072
dataset\images\plant_66.png,26.430972746710538,51.561868304784724,6.021815373713878,319.5335816586631
dataset\images\plant_67.png,23.468593735624882,53.05062570635086,6.291806878251328,701.1625587398762
dataset\images\plant_68.png,23.47643266887026,68.98910083562781,6.2372885774281,768.1821976726646
dataset\images\plant_69.png,25.84015152206437,42.4045613957909,6.166492302988273,194.75866672504975
dataset\images\plant_70.png,26.81526648427817,48.888060899369826,5.886518724752366,696.1080036561432
dataset\images\plant_71.png,26.38899444347614,43.2478387806088,6.1299285048112,577.9874043568564
dataset\images\plant_72.png,27.91048356010375,63.37657296838438,6.294543654269247,423.9660925703719
dataset\images\plant_73.png,26.284542251441124,47.84765077716666,6.040926458542633,595.3653558200292
dataset\images\plant_74.png,25.00709822911784,54.22573996054314,5.676135818979416,881.3319324655699
dataset\images\plant_75.png,22.072366118200918,51.90315225107142,5.621548953403462,446.5285718165382
dataset\images\plant_76.png,28.37253185351917,59.272659076019906,6.280697995988121,728.500740638552
dataset\images\plant_77.png,22.329035063703856,57.88180071919921,6.27955398572114,390.5129606715175
dataset\images\plant_78.png,26.16121297979494,64.87359012255271,5.733399685017929,365.91311237161824
dataset\images\plant_79.png,26.44980560972486,52.659561403682545,6.038220085367311,738.8849744428873
dataset\images\plant_80.png,28.82682680301708,69.49094903828404,6.3791225645064245,538.8237475168612
dataset\images\plant_81.png,19.503858288071616,67.95353227058607,6.39068391214444,118.05501341991956
dataset\images\plant_82.png,27.108322879571602,51.96178047955092,5.650580251711937,124.283615736607
dataset\images\plant_83.png,26.7964388146894,45.269100104668674,6.111933683420593,989.5381803772531
dataset\images\plant_84.png,18.230190961315795,55.9351022499423,5.546903678572951,234.52466303315487
dataset\images\plant_85.png,21.603342665640785,46.896731337677004,6.3656478215827805,444.07142110953475
dataset\images\plant_86.png,24.708192592850878,45.864223153197685,6.169989102635914,745.6156169867254
dataset\images\plant_87.png,19.797989064877015,56.786952312526424,6.21511511979318,680.761823876527
dataset\images\plant_88.png,29.336284837713443,59.317646523494346,5.8297072357925,751.1810667565659
dataset\images\plant_89.png,29.512924889019608,59.829060749396966,5.508849423971184,668.5958685138542
dataset\images\plant_90.png,25.3241887639324,57.87278545130232,5.887378463031608,240.73281348812375
dataset\images\plant_91.png,21.67546695192412,45.851187323683725,5.561888728586578,386.4434655834472
dataset\images\plant_92.png,18.754407027564564,40.35807916778381,5.885258908246859,310.4861104830858
dataset\images\plant_93.png,26.399273083919347,41.04103344731694,6.358269812332905,202.28450910757073
dataset\images\plant_94.png,20.424069546764795,51.399909972852555,5.850719206202505,264.59524411189545
dataset\images\plant_95.png,25.487306340256183,54.97377934270124,5.916847374082859,601.2416584396457
dataset\images\plant_96.png,26.431932005718945,64.4935048303363,6.000649178944305,156.17671102926846
dataset\images\plant_97.png,29.881428108622014,68.4438670564297,6.3980787687265215,826.6179755654689
dataset\images\plant_98.png,22.139907715163062,45.22270932314744,6.496949478163567,906.9026113857038
dataset\images\plant_99.png,27.88210725461046,54.68664152854287,6.002950548447341,918.0231209222952
dataset\images\plant_100.png,27.22671496404203,52.65322823870104,6.27534082690433,823.6993082701404
dataset\images\plant_101.png,20.950206294347986,45.69854823198462,6.233812186679139,150.13020364851292
dataset\images\plant_102.png,25.593718914724427,66.38110979489008,5.990604945255652,292.66252239324575
dataset\images\plant_103.png,24.736419606855435,47.94915260193185,6.2324509294773,889.5841217648747
dataset\images\plant_104.png,28.68252321234621,45.65408230552747,5.83248103539112,493.4417032488877
dataset\images\plant_105.png,25.386217985058575,58.98161266880306,6.333981596446597,364.91005013789
dataset\images\plant_106.png,28.220725579033193,62.118075132045846,5.841463106785268,778.5956657247997
dataset\images\plant_107.png,25.40746358462556,58.247142954073205,5.935158052873218,342.2655338155238
dataset\images\plant_108.png,29.40059209525645,69.11055603433483,6.414284681083272,352.03858442676267
dataset\images\plant_109.png,21.011071794592013,51.219913819883,5.642098976517656,265.63083193041757
dataset\images\plant_110.png,25.46803207625702,54.55300438764107,6.124003036467292,131.8381034332823
dataset\images\plant_111.png,23.03754181286344,41.63144226377976,5.500551398239662,812.6977230877636
dataset\images\plant_112.png,20.32020279203267,41.27330530933948,6.302923474027592,105.13625516930806
dataset\images\plant_113.png,24.350494893342386,54.12464164743835,5.507123181250115,672.7875940499162
dataset\images\plant_114.png,27.61801050014906,68.07499232881483,5.535273641601093,992.0610521957124
dataset\images\plant_115.png,25.13311597487183,42.94090753490084,5.976024346881462,102.58416924802064
dataset\images\plant_116.png,29.804237381686434,64.85590401127122,5.791830449184218,688.9548796961217
dataset\images\plant_117.png,18.149873463681264,47.71004485904486,6.46007307125866,304.36429249296486
dataset\images\plant_118.png,23.382068325907092,56.393837154797,6.170572909418237,800.5422848812652
dataset\images\plant_119.png,21.746393193834646,60.814412077455124,6.286642768546742,560.1076675749636
dataset\images\plant_120.png,22.538588413481662,45.27212148655431,5.807315235152474,164.71283750388392
dataset\images\plant_121.png,23.143642234631354,61.873950014209825,6.069425278677228,291.57811222461027
dataset\images\plant_122.png,20.75302883883421,40.96872415656949,5.817160322924394,625.1647919532022
dataset\images\plant_123.png,20.106476820117557,54.10984707598474,5.531507160869813,721.0547597476799
dataset\images\plant_124.png,26.9072508147985,55.50848048454602,6.278889838835523,668.5110807130071
dataset\images\plant_125.png,27.774000009534973,55.48299844410067,6.1121487593340635,808.0444026559221
dataset\images\plant_126.png,18.640750358371818,62.05353056331768,6.464923236452969,690.7871442119613
dataset\images\plant_127.png,22.62202378555424,66.01390731534468,5.927411680991014,130.63972601124522
dataset\images\plant_128.png,19.72556833547352,40.846228942580694,5.716753794497065,993.2573248824531
dataset\images\plant_129.png,28.43576255174404,57.08610115195622,5.611708371062021,927.1766650161386
dataset\images\plant_130.png,25.836535326593467,44.67916090973584,6.402663931639431,733.8356092469757
dataset\images\plant_131.png,21.28635738815865,56.960641267603066,6.403169233375285,281.50065516124835
dataset\images\plant_132.png,19.719697762829412,43.34088146554255,6.180903455812446,879.1773768560926
dataset\images\plant_133.png,27.589497601823076,69.36291531863574,5.872974931994461,380.03141806270435
dataset\images\plant_134.png,26.655006356982042,49.248280792748695,5.515248496054358,980.3551317131083
dataset\images\plant_135.png,25.86200794524874,48.77922596584295,5.7593331630763736,230.2839610812116
dataset\images\plant_136.png,20.47017309481459,47.242611189699744,5.707777495801288,929.1117565942924
dataset\images\plant_137.png,18.483197696958953,66.240063902369,6.283028910099174,977.5748568787199
dataset\images\plant_138.png,25.360961551125946,66.19924780583013,6.238995365271461,748.7246507442452
dataset\images\plant_139.png,24.903213418631033,48.19491185847782,5.888250751604259,167.05481025769745
dataset\images\plant_140.png,22.722057873589232,51.12293063400751,6.25944276440088,743.4216220702236
dataset\images\plant_141.png,19.39721957581306,59.32933265698175,6.192762334174548,131.42838019900304
dataset\images\plant_142.png,25.971182278941153,60.04436081056154,5.83642661290248,926.3080247742322
dataset\images\plant_143.png,18.026530531764887,50.47469914951109,5.698252165272073,490.6521930665037
dataset\images\plant_144.png,28.832514625418085,46.13690429658142,5.97541499234206,762.4520312391506
dataset\images\plant_145.png,18.868957677897782,40.37183858956301,5.601965026960383,386.5658296096447
dataset\images\plant_146.png,24.15280991176978,48.09743385605943,5.694993172124736,781.887948866691
dataset\images\plant_147.png,19.98499596317171,42.171974601482276,5.9351885805923015,557.1398578504836
dataset\images\plant_148.png,29.52912935719963,45.402362691045184,6.473491959312393,439.92346349298936
dataset\images\plant_149.png,22.152836377464904,54.996464371216646,5.890973922615027,737.0041277647266
dataset\images\plant_150.png,24.940899562242954,55.16283707612162,5.580791868828198,926.3036972888506
dataset\images\plant_151.png,21.365482616287235,60.84589051062456,5.5628759290105005,625.9549550941105
dataset\images\plant_152.png,27.574324352091153,47.27839362972757,5.751384123225174,811.8682168452244
dataset\images\plant_153.png,21.734277712908636,50.05626699319947,5.913070424550449,349.23123529396787
dataset\images\plant_154.png,27.858906824165466,68.32682242215989,6.086202131259658,913.4147410792144
dataset\images\plant_155.png,29.27404081384178,53.44429433633724,6.155748875066055,834.0853777756067
dataset\images\plant_156.png,19.46766813143979,51.28279669425589,6.193440260275526,471.6571529116771
dataset\images\plant_157.png,24.163999637207038,43.21837986619117,6.233106259063215,789.6714720100597
dataset\images\plant_158.png,23.7785131161534,51.44519910710663,5.9612483768417,324.6084678469351
dataset\images\plant_159.png,23.946192345600895,54.16790477509117,6.321152605427901,974.7633333798198
dataset\images\plant_160.png,28.671590691383194,52.39430363239387,5.91520917594206,189.57464039696106
dataset\images\plant_161.png,28.710990791424376,49.67980386527506,5.972338886099202,173.66571329125884
dataset\images\plant_162.png,27.215789448423635,64.89634534846294,5.737115170981698,134.57548186535752
dataset\images\plant_163.png,23.621779685729052,47.2180139186104,6.308354743623252,454.1126612314622
dataset\images\plant_164.png,19.702399673121064,48.76629924600574,5.7535897052341,952.9140018337145
dataset\images\plant_165.png,21.794762730831224,47.79689043312613,6.312108925625161,681.9325587144075
dataset\images\plant_166.png,27.77625961260409,63.91619026629287,6.077162708382974,891.0043107651278
dataset\images\plant_167.png,23.736906995985628,44.513497523225716,5.586426196004325,865.1534175350304
dataset\images\plant_168.png,18.324774172149077,67.99337846919174,5.658926299707105,590.1061374485387
dataset\images\plant_169.png,27.130428440517672,48.00884332687579,6.059187032435152,791.05076571422
dataset\images\plant_170.png,21.1689429217262,63.89991582161825,6.496022815737714,112.76175228013196
dataset\images\plant_171.png,22.599005681411718,61.96501044560863,6.244824306257402,851.4742860602913
dataset\images\plant_172.png,24.623035788712087,66.4307741576235,6.121053296408369,172.80906935668597
dataset\images\plant_173.png,23.65051887939434,48.96592205543878,6.050629369017438,944.9792021944963
dataset\images\plant_174.png,19.113945047441675,46.13442427972813,6.441203902272067,175.15662598102517
dataset\images\plant_175.png,23.029031803132458,63.08390569776472,6.23543275429122,442.59865794629957
dataset\images\plant_176.png,19.525772981863327,55.02897231304021,5.749852433409462,147.78698064455358
dataset\images\plant_177.png,27.438253115446255,52.62508828013856,5.993731368568782,322.1952625158242
dataset\images\plant_178.png,29.392435350153885,51.50046836281046,6.425435830087391,646.9687558890632
dataset\images\plant_179.png,23.542344591125314,63.47474857828411,6.498053065155197,587.1473319386446
dataset\images\plant_180.png,22.403951213070393,43.697137893033066,5.651896883773858,935.9400928342931
dataset\images\plant_181.png,20.312532002623755,49.19579249443951,5.655900523782567,525.381754863231
dataset\images\plant_182.png,22.55933581729608,55.92645881021481,5.785041073765522,260.9706809675076
dataset\images\plant_183.png,22.49528240972496,50.84778260223833,5.778988495432713,936.9400657667952
dataset\images\plant_184.png,23.347003056241224,49.9000986566018,6.016808726387848,373.42024890229914
dataset\images\plant_185.png,26.385162128975743,43.357360541257364,6.413424299073248,940.8678461672052
dataset\images\plant_186.png,22.43600871781002,64.94070535111868,6.425164931818685,113.99655023888532
dataset\images\plant_187.png,25.804884851701313,62.473167234119245,6.09316457781821,311.60848415895083
dataset\images\plant_188.png,28.364487590498648,56.17006246871681,5.585413806629922,991.6939019515709
dataset\images\plant_189.png,22.00666951514233,69.3045911993192,6.4963851450489,978.0840643609577
dataset\images\plant_190.png,21.626926197487116,46.68887497339789,5.929553545254538,999.3638571323665
dataset\images\plant_191.png,19.62278065387355,47.6186211631412,5.574934594070833,706.3193430638986
dataset\images\plant_192.png,28.148580195820912,54.230278918575316,5.721994276164715,953.9044525052888
dataset\images\plant_193.png,21.038020705812247,63.033306783396384,6.049984745631539,145.4008998588186
dataset\images\plant_194.png,29.785522475744123,69.58076001211572,6.058352467505076,561.9767991987337
dataset\images\plant_195.png,19.399131329355683,58.270370055509076,5.890692805400072,958.7444729718596
dataset\images\plant_196.png,26.970219613292993,59.12169278498706,5.952638500172844,161.0799818901075
dataset\images\plant_197.png,18.509870196538888,66.77796051664077,6.236091785933208,795.4726255639385
dataset\images\plant_198.png,26.045228748840337,42.08301836338024,5.690829875755311,491.2137218761536
dataset\images\plant_199.png,19.12350420024433,59.60139953509829,6.240565890099649,765.0139167565906
dataset\images\plant_200.png,21.662352692512698,67.09629079561992,5.953760214985066,879.279295615124
dataset\images\plant_201.png,21.524532735500998,53.50791207832649,5.646767122382574,344.1553589330729
dataset\images\plant_202.png,27.66440699964889,50.50976734297873,5.5258096045537535,660.0559738100883
dataset\images\plant_203.png,28.625300934963505,58.89400726831836,6.168131026928069,229.43881382120867
dataset\images\plant_204.png,28.24453793059639,54.131900050875906,6.271904713682525,444.1467432931443
dataset\images\plant_205.png,21.879491824380803,44.74287137386092,5.809896679125469,613.1296426666933
dataset\images\plant_206.png,19.286874201389757,55.17015803943924,5.73579172203852,276.7301619551969
dataset\images\plant_207.png,24.363842544744013,42.331104969939204,6.263339440356702,279.4226970983127
dataset\images\plant_208.png,18.514862685599986,47.73934005159468,5.770823113810072,716.4669289519229
dataset\images\plant_209.png,29.751238517694034,50.77186871938809,6.466142112289265,124.40490319983122
dataset\images\plant_210.png,29.53322106894381,50.46257460011269,5.600820082829401,697.9038443517459
dataset\images\plant_211.png,22.422530129799927,41.661483568874715,5.63226194733171,603.8771452686676
dataset\images\plant_212.png,23.057270455717855,63.06616806127555,5.8083063774757555,507.7809227993031
dataset\images\plant_213.png,22.156198534975182,60.308680232845376,6.485388846038082,385.61668645048405
dataset\images\plant_214.png,29.048093232798248,55.86382330554255,6.2157545925321465,466.03399249553115
dataset\images\plant_215.png,25.22786421860125,55.428595481387845,6.09478079051137,219.81153617034795
dataset\images\plant_216.png,26.12329021037788,42.43286965545134,5.799466071015797,255.41195229454675
dataset\images\plant_217.png,25.870759429814374,62.671290475398614,6.315569271831753,207.58138661112247
dataset\images\plant_218.png,19.83143096882619,44.79443081623184,5.81270595360083,580.7601096238235
dataset\images\plant_219.png,21.345451410705945,50.46545466148387,6.376965036748845,159.974918489483
dataset\images\plant_220.png,24.826346625153928,67.84252349310826,6.133437866177428,884.4128348695842
dataset\images\plant_221.png,29.447087992792508,52.639643156951756,6.0994096474490025,493.6778213838071
dataset\images\plant_222.png,18.388660175753888,48.64784338319157,5.628259073286779,312.30922523037674
dataset\images\plant_223.png,21.173171848758823,47.42476924497491,6.262286050307273,759.0005232465319
dataset\images\plant_224.png,25.360869403432574,59.76145831660756,6.28172905372197,607.5405138271733
dataset\images\plant_225.png,25.420353756999557,53.391482817787576,6.012603124142577,547.0666863112917
dataset\images\plant_226.png,28.78573349861981,56.79926153827829,5.714488540402447,652.3873132636617
dataset\images\plant_227.png,21.181745230061598,42.99279095216556,6.252088000174178,592.7482309431261
dataset\images\plant_228.png,28.85483638012837,58.12311213046342,6.458544498905175,325.6423098592386
dataset\images\plant_229.png,22.369871842802066,51.03882053628922,6.2767403752892035,182.5082801469572
dataset\images\plant_230.png,27.490724992565468,66.70275750299552,6.382659847546163,371.9154115424269
dataset\images\plant_231.png,29.29963679201295,57.752929541890275,6.147245367233248,351.3298393909065
dataset\images\plant_232.png,19.871667058138875,52.22151991208218,6.296290498740305,158.95676000906622
dataset\images\plant_233.png,23.105341514050565,61.05381653960856,5.8141677988931715,287.10896014451725
dataset\images\plant_234.png,19.292534006199357,52.31266540886692,5.822809181399695,526.4455682332193
dataset\images\plant_235.png,29.2341728034824,42.41358145362334,6.2286573578008095,602.1963559811943
dataset\images\plant_236.png,22.74440652677435,57.32149172070289,6.469938479366118,838.7011951450992
dataset\images\plant_237.png,25.10288724071601,58.908906376884374,6.311710133183109,158.3987777735765
dataset\images\plant_238.png,27.356467442808743,56.542844109331114,6.0545720219387835,676.9733708153099
dataset\images\plant_239.png,27.85854702619619,69.24569192766536,5.608334724233603,240.6420103192066
dataset\images\plant_240.png,22.438966229454543,53.293294222606654,5.700120684753459,287.0288692386116
dataset\images\plant_241.png,20.159729888162154,41.28719691444655,6.249345332410656,479.0385488314892
dataset\images\plant_242.png,24.316464288514837,58.03654517397955,6.109333016732283,483.1629385393866
dataset\images\plant_243.png,22.639672813739605,69.72736310205525,5.887311708754029,730.5259910121868
dataset\images\plant_244.png,20.032259432140677,53.85259106702243,5.696273446553423,608.6773778145041
dataset\images\plant_245.png,27.93623276462915,48.45730834315185,6.113637245797112,396.86420555853357
dataset\images\plant_246.png,22.80744292492662,57.56234456999789,5.872053443660856,374.6326511031786
dataset\images\plant_247.png,22.368134547025043,63.758795031165164,6.204306308160457,491.1932899215525
dataset\images\plant_248.png,18.636061054215865,41.233169805062914,5.891928377210061,937.8861617654192
dataset\images\plant_249.png,27.151834539353324,58.94628121390624,5.9250992054223035,252.59100533946742
dataset\images\plant_250.png,27.418582610529675,60.07164489642298,6.101497997652313,284.08918422259086
dataset\images\plant_251.png,22.103658741217128,62.99076378248091,5.924182084213495,320.32985275939905
dataset\images\plant_252.png,25.918273650031516,50.686727146322355,6.400144841237185,231.6745271258439
dataset\images\plant_253.png,25.226311215726277,42.6468280149827,5.800293819666633,692.0863218442174
dataset\images\plant_254.png,28.471808993828482,56.323310012607074,6.374384726136016,880.0736886524772
dataset\images\plant_255.png,28.74573394863967,53.161702862942946,5.940013055244232,393.3360399443054
dataset\images\plant_256.png,23.01161855108139,44.01694151813373,6.463666296171054,373.6866394383246
dataset\images\plant_257.png,29.782510128525622,57.43131903209235,6.013963772600828,665.4385641904083
dataset\images\plant_258.png,21.75973137237426,57.653617880106964,5.809350910971248,313.6155726820772
dataset\images\plant_259.png,19.738029559243333,60.59534939242826,5.92758297543871,234.26001490413998
dataset\images\plant_260.png,25.742290907261093,68.36703427790567,6.3645499043161635,665.0260655540959
dataset\images\plant_261.png,26.30050306948853,48.69171584973047,5.629106444784398,651.9414763778964
dataset\images\plant_262.png,19.029512300089216,48.84167127439875,6.067753670916105,336.9024549138856
dataset\images\plant_263.png,19.45428333451071,41.83332123421053,6.014278363293561,105.62347530387713
dataset\images\plant_264.png,25.598364572554463,50.373724194033244,6.000166052760631,256.2787267413653
dataset\images\plant_265.png,20.584723507305632,68.62882894729464,6.043966705277649,809.1021360629469
dataset\images\plant_266.png,20.863447394781804,46.39741349528014,6.043211974224974,410.409678550847
dataset\images\plant_267.png,18.699188080415457,64.41854773620403,5.901565359452465,361.04863857733676
dataset\images\plant_268.png,23.40082240143827,61.97934032531629,5.7839868865650645,482.8693959137854
dataset\images\plant_269.png,19.27460482776085,49.15563684485112,5.760428528850007,376.5908083967943
dataset\images\plant_270.png,21.537401212611055,41.59699374123784,5.968419089100847,984.4649386032569
dataset\images\plant_271.png,22.42970571662574,64.09200586476791,6.498363265197451,311.9682073469054
dataset\images\plant_272.png,22.537634453706847,52.908767134260046,5.68253916112073,368.2166780995879
dataset\images\plant_273.png,27.679074681993143,44.8429508730129,6.030525041537957,757.0691800033972
dataset\images\plant_274.png,25.315201318390493,55.05642952528349,5.991088264695703,781.8991853982479
dataset\images\plant_275.png,24.48020199075669,60.92063081545563,6.057041161495758,653.5563962419391
dataset\images\plant_276.png,19.315910436788297,46.87864805361998,6.486729290702572,559.6359649087929
dataset\images\plant_277.png,27.7109345961628,62.1624211322937,6.341147331897498,698.0519736749538
dataset\images\plant_278.png,28.33517915097579,69.45776390549901,5.8864207743004,966.7386396873218
dataset\images\plant_279.png,19.470670075319866,46.28344892163068,5.952306363982254,104.11486050170437
dataset\images\plant_280.png,28.176864242285085,52.317978444724346,6.388531789437723,652.5604353765921
dataset\images\plant_281.png,19.534861910979895,69.93608010940659,5.68086373318171,431.95444173424033
dataset\images\plant_282.png,24.046446403518765,66.34497845101964,5.702743630185968,299.88034086818107
dataset\images\plant_283.png,28.629096775024756,58.196089419227775,5.83115306825958,676.5189218397545
dataset\images\plant_284.png,28.0049297181438,57.39564470537102,5.52394437499207,893.1565156864589
dataset\images\plant_285.png,27.33128666707207,46.16779254767162,6.17890051410693,113.47168090603178
dataset\images\plant_286.png,25.80965976482733,61.49078198047249,6.16108861757136,121.1385734484744
dataset\images\plant_287.png,23.335596346357995,54.023848396096966,6.076426983022973,711.7411429380801
dataset\images\plant_288.png,29.45871007920026,64.29773973338233,5.6696659648996475,536.6326774444524
dataset\images\plant_289.png,23.066269550097665,55.86445555780894,6.283057458476671,193.08863266456558
dataset\images\plant_290.png,20.167144210474074,41.90511401168717,6.306488618976163,435.8517989828513
dataset\images\plant_291.png,22.979063908772268,65.26012018839208,5.856898442600579,754.1711160957582
dataset\images\plant_292.png,28.567028649801788,44.72461620390294,5.838683489745178,874.7670520872716
dataset\images\plant_293.png,20.475138396955618,59.243636511841686,5.541449933963069,510.648262702659
dataset\images\plant_294.png,21.606357909149654,50.261082847304635,6.154468030131202,378.2603828825672
dataset\images\plant_295.png,26.825356515124938,62.9538405982489,5.997126448637992,706.8316727228733
dataset\images\plant_296.png,26.09082842153117,41.825988736550975,5.787853969927095,969.8593671922412
dataset\images\plant_297.png,19.681204017199533,56.82939072472603,6.038140500425338,660.3732573969154
dataset\images\plant_298.png,29.576277140109802,67.62492428148076,5.837227482305268,997.6375543574642
dataset\images\plant_299.png,26.88573869226793,58.41777902384669,6.372256740330956,758.6285766428526
dataset\images\plant_300.png,24.591552027626378,47.32810406860903,6.0753802081962975,946.0233504802038
dataset\images\plant_301.png,18.772468747760612,68.79533359099715,6.20637236966186,661.8397756077769
dataset\images\plant_302.png,19.291960283452134,40.59370002534177,6.028131668194728,460.2365789804278
dataset\images\plant_303.png,28.672988269358587,42.60415652495554,5.7440765273773,436.11644837279783
dataset\images\plant_304.png,18.952276424097192,49.386638492877864,6.29911001266381,595.611906980277
dataset\images\plant_305.png,19.493766195720145,51.561968549912656,6.302361487188106,804.9973248919798
dataset\images\plant_306.png,23.613525991790336,57.43267397341046,6.280502850090376,656.0676302637227
dataset\images\plant_307.png,29.818289649320395,54.38433481510872,6.078940300881811,723.2904599168806
dataset\images\plant_308.png,29.36214552938952,61.8512052132582,5.833397169017596,908.526734592978
dataset\images\plant_309.png,29.975355742436353,59.02286451699041,5.636531072851201,161.86755503458753
